AcresBurned,ArchiveYear,Counties,Extinguished,Injuries,Latitude,Longitude,MajorIncident,Name,PersonnelInvolved,SearchDescription,Started
50,2015,Ventura,2015-11-07T16:45:00Z,,34.15,-118.879444,FALSE,Potrero Fire,,CAL FIRE is assisting @VCFD with a 50 acre wildfire one mile southwest of Thousand Oaks (Ventura County). #PotreroFire,2015-11-07T01:45:00Z
50,2015,Mendocino,2015-08-03T08:55:00Z,,39.43301,-123.36316,FALSE,Mendocino Lightning Fires,,"The Mendocino Lightning Fires started on July 30, 2015 and was a total of 6 fires that burned 50 acres near the communities of Willits and Brooktrails in Mendocino County.",2015-07-30T13:36:00Z
45,2015,Kern,2015-09-15T19:10:00Z,,0,0,FALSE,Antelope Fire,,"Antelope Fire started on September 9, 2015 in Antelope Canyon, south of Tehachapi (Kern County) and burned 45 acres.",2015-09-09T11:45:00Z
45,2015,Alameda,2015-07-03T20:00:00Z,,0,0,FALSE,Geary Fire,,"The Geary Fire started on July 2, 2015 off Geary Road in the Sunol Wilderness, 10 miles east of Fremont (Alameda County)and burned 45 acres in July 2015.",2015-07-02T04:40:00Z
45,2015,Fresno,2015-06-06T20:00:00Z,,0,0,FALSE,FKU Lightning Fires,,The FKU Lightning Fires burned 45 acres near Auberry in Fresno Co. in June 2015.,2015-06-05T17:00:00Z
43,2015,Modoc,2015-07-13T11:00:00Z,,0,0,FALSE,Mason Fire ,,The Mason Fire started on July 9 in Modac County on the Modoc National Forest near Clear Lake and Mason Reservoir and burned 43 acres.,2015-07-09T15:00:00Z
42,2015,Santa Clara,2015-07-03T17:55:00Z,,0,0,FALSE,Highway Fire,,"The Highway Fire started on June 30, 2015 off Hwy 101 near Monterey Frontage Rd, South of Gilroy in Santa Clara County and burned 42 acres.",2015-06-30T15:23:00Z
40,2015,Lassen,2015-09-10T07:49:00Z,,40.400196,-120.553075,FALSE,Center Fire,,"Center Fire started on September 9, 2015 off Center Road, west of High Desert State Prison, east of Susanville (Lassen County) and burned 40 acres.",2015-09-09T14:12:00Z
40,2015,Stanislaus,2015-07-28T15:00:00Z,,37.24523,-121.20324,FALSE,Sullivan Fire,,"The Sullivan Fire started on July 28, 2015 off Sullivan Rd and Orestimba Rd, 10 miles West of Newman (Stanislaus County) and burned 40 acres.",2015-07-28T12:10:00Z
40,2015,Solano,2015-07-10T17:00:00Z,,38.1029,-122.1578,TRUE,Ascot Fire,70,The Ascot Fire is burning off Lake Herman Road and Sky Valley Road in Vallejo in Solano County and burned 40 acres in July 2015.,2015-07-10T13:36:00Z
38,2015,Napa,2015-06-17T13:10:00Z,,38.5287,-122.3415,TRUE,Chiles Fire,120,"The Chiles Fire started on June 16, 2015 nears Chiles Pope Valley Rd. & Lower Chiles Valley Rd., East of St. Helena (Napa County)",2015-06-16T14:27:00Z
36,2015,Napa,2015-06-10T09:45:00Z,,0,0,TRUE,Garage Fire,103,The Garage Fire burned 36 acres on June 9 off Pope Valley Road and Howell Mountain Road in Napa County.,2015-06-09T15:23:00Z
35,2015,Trinity,2015-09-10T17:05:00Z,,40,41.46,FALSE,Browns Fire,,"Browns Fire started on September 8, 2015 off Highway 299 & Little Browns Creek Rd east of Weaverville (Trinity County) and burned 35 acres. 
",2015-09-08T15:56:00Z
35,2015,El Dorado,2015-07-05T11:30:00Z,,0,0,FALSE,Ranch Fire,,"The Ranch Fire started on July 3, 2015 off French Creek Rd, south of Shingle Springs (El Dorado County).",2015-07-03T09:28:00Z
35,2015,Mendocino,2015-06-29T07:15:00Z,,39.7806004,-123.248214,FALSE,Covelo Fire,,"The Covelo Fire started on June 28, 2015 off Highway 162 and Cemetery Lane, near the community of Covelo (Mendocino County). Fire burned 35 acres in June 2015.",2015-06-28T13:30:00Z
30,2015,Nevada,2015-09-21T14:36:00Z,,39.081,-121.194,FALSE,McCourtney Fire,,"McCourtney Fire started on September 21, 2015 off McCourtney Rd & Perimeter Rd, east of Camp Far West Reservoir (Nevada County).",2015-09-22T07:00:00Z
30,2015,Lassen,2015-08-30T08:00:00Z,,41.12362,-121.194256,FALSE,Kramer Fire ,,"The Kramer Fire started on August 29 off of Kramer Road and 4 Corners Road, west of Beiber in Lassen County.",2015-08-29T16:06:00Z
30,2015,Yuba,2015-08-05T07:30:00Z,,39.33303,-121.18735,FALSE,Francis Fire,,"The Francis Fire started on August 3, 2015 and burned 30 acres near the Colgate Powerhouse south of Dobbins in Yuba County.",2015-08-03T18:07:00Z
29,2015,Ventura,2015-11-12T18:00:00Z,,0,0,FALSE,Banister Fire,,CAL FIRE is assisting @VCFD with a 40 acre wildfire off Wood Ranch Parkway 2 miles sw of Simi Valley (Ventura County). #BanisterFire,2015-11-11T17:40:00Z
26,2015,Placer,2015-07-22T19:50:00Z,,38.9361,-121.1548,FALSE,Baxter Fire,,"The Baxter Fire off Baxter Grade Rd, 3 miles West of Auburn burned in July 2015 and burned 26 acres.",2015-07-22T18:17:00Z
25,2015,San Diego,2015-07-25T16:05:00Z,,32.682547,-116.51684,FALSE,Park Fire,,"The Park Fire started on July 24, 2015 off Lake Morena Drive near Lake Morena Park, north of Campo in San Diego County and burned 25 acres.",2015-07-24T12:43:00Z
25,2015,San Benito,2015-07-20T15:30:00Z,,36.8727,-121.5681,FALSE,Betabel Fire,,"The Betabel Fire started on July 20 off Hwy 101 between Anzar Rd & Hwy 156, in Aromas in San Benito County and burned 25 acres. ",2015-07-20T13:23:00Z
25,2015,San Diego,2015-07-17T15:15:00Z,,33.21407,-116.73472,FALSE,Lake Fire,,"The Lake Fire was started on July 16 off Highway 76, near Moretti Junction, near Lake Henshaw in San Diego County and burned 25 acres. ",2015-07-16T11:30:00Z
25,2015,El Dorado,2015-07-05T11:30:00Z,,0,0,FALSE,Buckaroo Fire,,"The Buckaroo Fire started July 2, 2015 off Bucks Bar Circle and Buckaroo Trail near Somerset (El Dorado County) and burned 25 acres.",2015-07-02T17:10:00Z
25,2015,Mariposa,2015-06-09T09:00:00Z,,0,0,TRUE,Fox Fire,60,"The Fox Fire burned 25 acres near Lookout Mountain Rd & Fox Field Lane, south of Mormon Bar in Mariposa Co. in June 2015.",2015-06-07T12:06:00Z
25,2015,Lake,2015-06-06T06:45:00Z,,0,0,FALSE,Oasis Fire,,The Oasis Fire burned 25 acres by Hwy 20 near the Lake-Colusa Co. line in June 2015.,2015-06-05T19:57:00Z
25,2015,Riverside,2015-06-05T19:00:00Z,,0,0,FALSE,Snow Fire,,"The Snow Fire burned 25 acres off Snow Creek Rd, south of Hwy 111 in Riverside Co. in June 2015.",2015-06-05T13:32:00Z
24,2015,Siskiyou,2015-07-22T17:00:00Z,,41.999341,-121.891226,TRUE,Dorris Fire,49,"The Dorris Fire started on July 21, 2015 off Hwy 161 & Hwy 97, northeast of Dorris and burned 24 acres.",2015-07-21T17:00:00Z
23,2015,Mendocino,2015-07-05T09:00:00Z,,39.0263,-123.303,FALSE,Soda Fire,,"The Soda Fire started on July 4, 2015 off Hwy 253, 4 miles northeast of Boonville (Mendocino County) and burned 23 acres.",2015-07-04T15:30:00Z
22,2015,Lake,2015-08-25T18:30:00Z,,38.831478,-122.53428,FALSE,Grade Fire,,"The Grade Fire burned 22 acres near Jerusalem Grade Rd & June Bug Rd, 7 miles northeast of Middletown,  in Lake County in August 2015.",2015-08-24T12:12:00Z
21,2015,Santa Barbara,2015-11-09T12:00:00Z,,34.4828,-119.63216,FALSE,Gibraltar Fire,,CAL FIRE is assisting Los Padres National Forest with a wildfire north of the community of Montecito (Santa Barbara County) #GibralterFire or #GibraltarFire,2015-10-29T05:30:00Z
21,2015,Riverside,2015-07-12T19:48:00Z,,33.986204,-117.43942,TRUE,Spider Fire,,"Spider Fire started on July 12, 2015 off San Timoteo Canyon and Redlands Blvd, northeast of Moreno Valley and burned 21 acres.",2015-07-12T13:52:00Z
20,2015,Humboldt,2015-06-11T18:15:00Z,,41.1513,-123.8292,TRUE,Bald Fire,195,"The Bald Fire started on June 10 off off Bald Hills Rd, 15 miles east of Hwy 101 & Orick in Humboldt County. ",2015-06-10T07:42:00Z
19,2015,Napa,2015-06-28T18:00:00Z,,38.519132,-122.181878,FALSE,Pleasure Fire,,"The Pleasure Fire started on June 27, 2015 off Steel Canyon Rd. and Headlands Dr., near Lake Berryessa in Napa County and burned 19 acres in June 2015.",2015-06-27T12:51:00Z
18,2015,Shasta,2015-07-08T16:30:00Z,1,40.5953,-122.4397,TRUE,Keswick Fire,,"Keswick Fire started on July 7, 2015 off Middle Creek Rd north Hwy 299 in Keswick (Shasta County) and burned 18 acres.",2015-07-07T12:34:00Z
16,2015,Humboldt,2015-07-31T19:00:00Z,,40.1093,-123.774,FALSE,Buck Fire,,"The Buck fire started on July 28, 2015 and burned 16 acres off Alderpoint Road & Wallan Road near Garberville (Humboldt County).",2015-07-28T17:19:00Z
0,2015,Trinity,2015-08-01T15:25:00Z,,0,0,FALSE,Mad River Complex,,Mad River Complex started on July 30 near Ruth Lake on the Shasta-Trinity National Forest in Trinity County. ,2015-07-30T16:00:00Z
0,2015,Alpine,2015-06-22T12:05:00Z,,38.598056,-119.751944,FALSE,Washington Fire,,"The Washington Fire started on June 19, 2015  south of Markleeville, in the Silver Creek Drainage (Alpine County).",2015-06-19T19:00:00Z
132127,2016,Monterey,2016-10-13T11:30:00Z,,36.45994,-121.89938,TRUE,Soberanes Fire,,"The Sobranes Fire started on July 22, 2016  east of Sobranes Creek,  5 miles south of Carmel Garrapata State Park in Monterey County.",2016-07-22T08:48:00Z
48019,2016,Kern,2016-07-11T09:40:00Z,,35.6115,-118.45628,FALSE,Erskine Fire,,"The Erskine Fire started on June 23, 2016 off of Erskine Creek Road in Lake Isabella (Kern County) and burned 48,019 acres.",2016-06-23T15:51:00Z
46344,2016,San Luis Obispo,2016-09-06T07:30:00Z,1,35.70595,-120.98316,TRUE,Chimney Fire,,"The Chimney Fire started on August 13, 2016 at Running Deer Rd and Chimney Rock Rd., south of Lake Nacimiento in San Luis Obispo County. ",2016-08-13T16:03:00Z
36274,2016,San Bernardino,2016-08-23T07:45:00Z,,34.30372,-117.49342,TRUE,Blue Cut Fire,914,"The Bluecut Fire started on August 16 off of I-15 and Hwy 138, north of San Bernardino on the San Bernardino National Forest.  ",2016-08-16T10:44:00Z
33867,2016,Siskiyou,2016-08-28T18:15:00Z,,41.851,-123.118,FALSE,Gap Fire,,"The Gap Fire started on August 27, 2016 off Seiad Creek Rd, 5 miles northeast of Seiad Valley (Siskiyou County).",2016-08-27T18:00:00Z
32606,2016,Santa Barbara,2016-09-15T15:20:00Z,,0,0,FALSE,Rey Fire ,,"The Rey Fire started on August 18 off of Hwy 154 and Paradise Rd, north of Santa Barbara on the Los Padres National Forest in Santa Barbara County and burned 32,606 acres.",2016-08-18T17:57:00Z
29322,2016,Kern,2016-10-01T06:00:00Z,,35.7506,-118.5678,FALSE,Cedar Fire,,"The Cedar Fire started on August 16 off of Hwy 155 in the Greenhorn Mountains, west of Wofford Heights, on the Sequoia National Forest in Kern County.",2016-08-16T16:35:00Z
12518,2016,Santa Barbara,2016-09-27T14:00:00Z,,34.63445,-120.54421,FALSE,Canyon Fire,,"The Canyon Fire started on September 18, 2016 off of Santa Ynez Ridge Road, south side of Vandenberg Air Force Base (Santa Barbara County)",2016-09-17T17:20:00Z
8110,2016,San Bernardino,2016-08-16T08:00:00Z,1,34.28771,-117.27338,TRUE,Pilot Fire,960,"The Pilot Fire started on August 7, 2016, near Pilot Rock & Hwy 138, southeast of Hesperia, (San Bernardino County.)",2016-08-07T12:18:00Z
7609,2016,San Diego,2016-06-30T18:30:00Z,,32.60729,-116.63028,TRUE,Border Fire,78,"The Border Fire started on June 19 off Highway 188 and Highway 94 near Tecate in San Diego County and burned 7,609 acres.",2016-06-19T11:03:00Z
7474,2016,Santa Barbara,2016-07-12T14:30:00Z,,34.776,-119.643,TRUE,Sherpa Fire,,The Sherpa Fire started June 15 on the Los Padres National Forest in Santa Barbara County.,2016-06-15T15:21:00Z
7050,2016,Fresno,2016-08-18T19:00:00Z,,36.09974,-120.51057,TRUE,Mineral Fire,20,"The Mineral Fire started on August 9, 2016 off Highway 198 cross of Mineral Springs Road, 8 miles West of Coalinga in Fresno County.",2016-08-09T13:08:00Z
5731,2016,Yolo,2016-08-12T15:00:00Z,,38.52513,-122.06788,TRUE,Cold Fire,58,"Cold Fire started on August 2, 2016 off of Highway 128 west of Pleasants Valley Road, west of Winters (Yolo County)",2016-08-02T16:36:00Z
5646,2016,El Dorado,2016-07-18T09:50:00Z,3,38.96741,-120.9375,TRUE,Trailhead Fire,,"The Trailhead Fire was started on July 6, 2016 along the  Middle Fork of the American River near Todd Valley (El Dorado County)burning a total of 5,646 acres. ",2016-06-28T13:55:00Z
5646,2016,Placer,2016-07-18T09:50:00Z,3,38.96741,-120.9375,TRUE,Trailhead Fire,,"The Trailhead Fire was started on July 6, 2016 along the  Middle Fork of the American River near Todd Valley (El Dorado County)burning a total of 5,646 acres. ",2016-06-28T13:55:00Z
5443,2016,Inyo,2016-09-18T08:10:00Z,,37.75985,-118.95309,FALSE,Owens River Fire,,"The Owens River Fire started on September 17, 2016 in Clark Canyon north of Mammoth Lakes, east of Hwy 395 (Inyo County)",2016-09-17T13:49:00Z
5399,2016,Los Angeles,2018-04-23T15:07:00Z,,0,0,FALSE,San Gabriel Complex (Formerly Fish & Reservoir Fires),,"The Reservoir Fire started on June 20 south of Azusa on the Angeles National Forest in Los Angeles County and burned 5,399 acres.",2016-06-20T13:59:00Z
4824,2016,Los Angeles,2016-11-14T14:00:00Z,,34.31,-118.335,FALSE,Marek Fire,,The Marek Fire started north of Lake View Terrace in the Los Angeles National Forest. ,2016-11-14T05:45:00Z
4474,2016,Santa Clara,2017-09-19T10:30:00Z,,37.10632,-121.85318,TRUE,Loma Fire,62,"The Loma Fire started on September 26, 2016 off Loma Prieta Rd and Loma Chiquita Rd 10 miles NW of Morgan Hill (Santa Clara County) and burned 4,474 acres.",2016-09-26T14:42:00Z
4347,2016,Tulare,2016-12-19T13:30:00Z,,35.984,-118.551,FALSE,Meadow Fire,,"Meadow Fire, Sequoia National Forest, Tulare County",2016-10-29T11:15:00Z
3929,2016,Lake,2016-08-26T18:00:00Z,,38.89741,-122.60664,TRUE,Clayton Fire,32,"The Clayton Fire started on August 13, 2016 off Hwy 29 and Clayton Creek south of Lower Lake (Lake County).",2016-08-13T18:03:00Z
3876,2016,Monterey,2016-05-25T18:15:00Z,1,36.38123,-121.20059,TRUE,Metz Fire,22,"The Metz Fire started on May 22, off Metz Road and Blue Jay Lane, southeast of Soledad in Monterey County and burned 3,876 acres.",2016-05-22T15:27:00Z
3712,2016,San Luis Obispo,2016-05-20T18:00:00Z,,0,0,FALSE,Roberts Fire,,"The Camp Roberts Fire started on May 18 on Camp Roberts Military Base, 10 miles northwest of Paso Robles. ",2016-05-18T14:27:00Z
2944,2016,Fresno,2016-07-05T07:05:00Z,,36.0749,-120.452041,TRUE,Curry Fire,188,"The Curry Fire Started on July 1, 2016 off Curry Mountain Road and Highway 198, 7 miles Southwest of Coalinga (Fresno County) and burned 2,944 acres.",2016-07-01T17:16:00Z
2860,2016,Siskiyou,2016-11-08T10:15:00Z,,41.623,-123.557,FALSE,Pony Fire,,The Pony fire burned in the Klamath NF 15 miles SW of Happy Camp in Siskiyou County in June 2016,2016-06-07T02:45:00Z
2819,2016,Mono,2016-08-07T19:14:00Z,,0,0,FALSE,Clark Fire,,"The Clark Fire started on August 4, 2016 on Bald Mountain, northeast of Mammoth, Inyo National Forest (Mono County)",2016-08-04T14:09:00Z
2652,2016,Modoc,2016-10-13T11:30:00Z,,41.2649,-120.3178,FALSE,Soup Complex,,"The Soup Complex Fires started on September 17 near Soup Springs, 12 miles east of Likely (Modoc County)",2016-09-17T14:37:00Z
2575,2016,Lassen,2016-09-22T07:00:00Z,1,40.3915,-120.7845,TRUE,Willard Fire,78,"The Willard Fire started on September 11, 2016 off of Willard Creek Road, west of Susanville in Lassen County.",2016-09-11T11:33:00Z
2520,2016,Monterey,2016-06-20T08:30:00Z,,36.01542,-121.25029,FALSE,Coleman Fire,,The Coleman Fire off Mission Creek Rd and Milpitas Rd north of Fort Hunter Liggett (Monterey County) burned in June 2016.,2016-06-04T14:33:00Z
2304,2016,Ventura,2016-06-30T16:55:00Z,,34.701,-119.144,FALSE,Pine Fire,,"Pine Fire, Ventura County, June 30, 2016, Los Padres National Forest",2016-06-30T16:55:00Z
2241,2016,Fresno,2016-08-09T18:30:00Z,,37.01591,-119.50507,TRUE,Goose Fire,167,"The Goose Fire started on July 30, 2016 off Gooseberry Ln & Morgan Canyon, south of Prather (Fresno County).",2016-07-30T16:40:00Z
2100,2016,Fresno,2016-10-20T07:00:00Z,,36.94536,-119.25959,FALSE,Sacata Fire,,"The Sacata Fire started on October 11, 2016 on the Sierra National Forest, north of Pine Flat and south of Eagle Peak, in Fresno County. ",2016-10-11T12:58:00Z
1785,2016,Kern,2016-07-08T19:00:00Z,3,35.20993,-118.72272,TRUE,Deer Fire,,"Deer Fire started on July 1, 2016 off Hwy 223 & Deertrail Road, east of Arvin (Kern County) and burned 1,785 acres.",2016-07-01T14:05:00Z
1547,2016,Sonoma,2016-09-29T17:00:00Z,2,38.80017,-122.82895,TRUE,Sawmill Fire,14,"The Sawmill Fire burned 1500 acres off Geysers Rd and Geysers Resort Rd 10 miles east of Cloverdale, Sonoma County, in September 2016.",2016-09-25T10:43:00Z
1470,2016,Riverside,2016-09-02T18:10:00Z,1,0,0,TRUE,Bogart Fire,,"The Bogart Fire started on August 30 off Winesap Avenue & International Park Road, north of Beaumont, near Cherry Valley (Riverside County).",2016-08-30T12:25:00Z
1246,2016,Merced,2016-06-26T18:50:00Z,,37.07147,-121.20155,FALSE,Dinosaur Fire,,"The Dinosaur Fire started on June 26, 2016 off Hwy152 at Dinosaur Point, westside of San Luis Reservoir (Merced County)and burned 1,246 acres.",2016-06-25T23:45:00Z
1245,2016,San Diego,2016-07-30T14:15:00Z,,33.393,-117.35093,FALSE,Roblar Fire,,The Roblar Fire started on July 21 off Roblar Road and Case Springs at Camp Pendleton in San Diego County,2016-07-21T16:06:00Z
1109,2016,Los Angeles,2016-07-16T12:00:00Z,,34.36763,-118.57245,FALSE,Sage Fire,,"The Sage Fire started on July 9, 2016 off of Calgrove Blvd, southwest of Santa Clarita (Los Angeles County)",2016-07-09T12:04:00Z
1080,2016,Tuolumne,2016-10-04T22:00:00Z,,37.79635,-120.32484,TRUE,Marshes Fire,92,"The Marshes Fire started on September 26 off Marshes Flat Road at highway 49 near Moccasin in Tuolumne County and burned 1,080 acres.",2016-09-26T12:20:00Z
850,2016,Butte,2016-09-12T14:51:00Z,3,39.6871,-121.571,TRUE,Saddle Fire,133,"The Saddle Fire started on September 5, 2016 off Pentz Rd & Lime Saddle Rd, south of Paradise (Butte County) and burned 850 acres.",2016-09-05T16:28:00Z
710,2016,Siskiyou,2016-08-30T06:45:00Z,,41.7813,-122.611,TRUE,Grade Fire,,The Grade Fire burned off Hwy 263 2 miles north of Yreka,2016-08-24T14:55:00Z
650,2016,Mono,2016-07-09T08:30:00Z,,37.97,-119.14,FALSE,Marina Fire,,"The Marina Fire started on June 25, 2016 off Hwy 395 and Mono Lake (Mono County) and burned 654 acres.",2016-06-25T06:30:00Z
599,2016,Humboldt,2016-09-04T06:55:00Z,,41.28486,-123.82268,TRUE,Tully Fire,174,"The Tulley Fire started on August 22, 2016, off of Hwy 169 & Martin's Ferry Rd, northwest of Weitchpec,  in Humboldt County.",2016-08-22T16:03:00Z
554,2016,Kern,2016-07-10T19:37:00Z,,34.913,118.9082,FALSE,Fort Fire,,"The Fort Fire started on July 8, 2016 off I-5, east of Grapevine (Kern County) and burned 554 acres.",2016-07-08T11:15:00Z
550,2016,Butte,2016-08-03T08:00:00Z,,39.6708,-121.7192,FALSE,99 Fire,,"The 99 Fire started on August 2, 2016 off of Highway 99 and Neal Rd, south of Chico (Butte County).",2016-08-02T14:35:00Z
518,2016,Kern,2016-08-29T10:30:00Z,,35.2013,-118.7212,FALSE,Range Fire,,The Range fire burned in August 2016 off Deer Trail Drive and Hwy 223 near Arvin.,2016-08-26T10:10:00Z
464,2016,Tehama,2016-07-04T07:45:00Z,,40.0353,-122.56939,TRUE,Colyear Fire,,"The Colyear Fire started on June 30, 2016 Colyear Springs Road, 7 miles west of Red Bank (Tehama County) and burned 464 acres.",2016-06-30T13:32:00Z
450,2016,Calaveras,2016-08-31T18:50:00Z,,38.1874,-120.6381,TRUE,Willow Fire,,"Willow Fire, Calaveras County, east of San Andreas.",2016-08-28T13:07:00Z
441,2016,Shasta,2016-07-12T07:00:00Z,1,40.36873,-122.72913,TRUE,Fiddler Fire,241,"The Fiddler Fire started on July 8, 2016 off of Fiddlers Road, southwest of Igo (Shasta County)",2016-07-08T22:45:00Z
